	param_00	param_01	param_02	param_03	param_04	param_05	param_06	param_07	param_08	param_09	param_10	param_11	param_12	param_13	param_14	param_15	param_16	param_17	param_18	param_19
000628.txt	300.02	0.26	300.03999999999996	400	300.02000000000004	300.01	0.40000000000000013	1.8499999999999999	300.03000000000003	31.82	10.32	400	400	300.02	400	11.77	1.3199999999999998	300.01	300.02000000000004	300.02
000629.txt	400	2.7700000000000005	300.02	400	300.03000000000003	300.01	21.29	4.06	300.03000000000003	4.8100000000000005	12.99	400	400	300.01	400	5.7299999999999995	2.9800000000000004	300.02	300.02	214.82000000000002
000630.txt	300.03000000000003	0.20999999999999996	300.03	400	300.02000000000004	300.02	0.33999999999999986	0.41999999999999993	300.03	1.08	11.15	5.93	87.08	300.02	26.5	13.870000000000001	0.08000000000000007	300.01	300.02000000000004	0.3799999999999999
000631.txt	400	2.17	300.02	400	300.02	300.01	0.29000000000000004	0.3600000000000001	1.0699999999999998	0.9899999999999998	8.01	400	2.6500000000000004	5.640000000000001	19.41	3.84	2.5100000000000002	300.02	300.01	0.1399999999999999
000632.txt	400	4.77	300.02	400	400	296.78	0.43999999999999995	0.43999999999999995	300.02	5.17	16.32	400	400	300.02000000000004	19.39	37.3	4.33	300.01	300.03000000000003	33.400000000000006
000633.txt	54.699999999999996	0.07000000000000006	300.03000000000003	400	300.01	300.02	0.30999999999999983	0.3899999999999999	43.78	4.26	10.86	3.53	2.62	400	20.47	9.87	9.41	300.02	300.01000000000005	34.06
000634.txt	400	3.2800000000000002	300.04	400	400	300.01	0.45999999999999996	0.4099999999999999	0.1499999999999999	6.37	12.83	52.43	2.34	2.45	9.05	0.05999999999999983	2.21	300.01	300.03000000000003	0.1499999999999999
000635.txt	400	2.7600000000000002	300.03000000000003	400	300.03000000000003	300.01	0.8600000000000001	0.76	300.03000000000003	2.6999999999999997	14.940000000000001	27.64	3.3100000000000005	300.03	12.78	6.04	2.7199999999999998	300.04	300.03	7.14
000636.txt	400	2.8699999999999997	300.03	400	400	191.95000000000002	0.29000000000000004	0.41999999999999993	266.16999999999996	2.25	10.139999999999999	9.05	400	300.02	19.05	0.10999999999999988	0.09999999999999987	300.02000000000004	300.02	0.16999999999999993
000637.txt	400	2.7300000000000004	300.02000000000004	400	300.03	300.01000000000005	8.99	0.5700000000000001	300.03000000000003	3.67	11.959999999999999	400	2.5599999999999996	3.26	44.199999999999996	70.64	3.99	300.02	300.02	32.01
000638.txt	400	1.2499999999999998	300.04	400	300.02	300.05999999999995	1.19	37.43	300.03000000000003	77.67	15.669999999999998	400	4.41	300.03	400	400	6.220000000000001	300.02	300.04	300.03
000639.txt	400	3.83	300.03000000000003	400	300.02000000000004	300.28	29.12	3.64	300.03	44.480000000000004	20.49	400	400	300.09	33.46	47.49	4.24	300.01	300.01	97.85
000640.txt	400	3.3600000000000003	300.03	400	300.02000000000004	300.1	16.59	300.04	300.02	3.17	15.32	24.67	3.5600000000000005	400	32.949999999999996	55.22	4.92	300.01	300.01	72.97
000641.txt	300.03000000000003	0.16999999999999993	300.02	400	300.03	300.13	0.6799999999999997	0.47	179.29	8.649999999999999	10.09	400	2.44	300.03000000000003	17.59	34.800000000000004	1.0199999999999998	300.02	300.02	0.41000000000000014
000642.txt	300.02	0.32999999999999985	300.03	400	300.02	300.06	10.84	0.8	300.03	3.6399999999999997	15.760000000000002	400	3.6800000000000006	300.02000000000004	400	6.27	3.09	300.02000000000004	300.02	300.02
000643.txt	400	22.53	300.03000000000003	400	300.02000000000004	300.09999999999997	23.029999999999998	5.32	300.02	285.58	15.709999999999999	400	400	300.04999999999995	400	400	4.930000000000001	300.02000000000004	300.01	9.59
000644.txt	300.03000000000003	0.18999999999999995	300.02	400	300.02000000000004	300.02	0.47	0.6500000000000001	300.02	3.21	11.82	400	400	300.03	38.87	6.720000000000001	3.95	300.02	300.03999999999996	41.67
000645.txt	400	3.4	300.03	400	300.03	300.01	1.14	0.7	300.03	47.83	13.920000000000002	400	400	300.02	400	4.78	5.5600000000000005	300.02	300.05	288.75
000646.txt	400	2.7200000000000006	300.03	400	300.01	300.01	0.8800000000000001	0.6099999999999999	300.02000000000004	3.2200000000000006	12.04	91.13	1.8200000000000003	0.48	18.32	3.0599999999999996	0.25	300.01000000000005	300.01	97.89
000647.txt	400	4.1899999999999995	300.03	400	300.01	300.01	0.7000000000000002	3.3100000000000005	300.03	30.65	11.2	400	2.24	400	400	5.47	2.6799999999999997	300.02	300.01	68.03
000648.txt	400	2.7699999999999996	300.04	400	300.02	300.01000000000005	0.3999999999999999	1.9000000000000001	300.02000000000004	19.72	10.860000000000001	400	4.16	300.02000000000004	25.99	62.980000000000004	0.8599999999999999	300.02000000000004	300.02000000000004	300.02
000649.txt	400	3.44	300.03000000000003	400	300.02	300.02	14.190000000000001	0.7399999999999998	300.02000000000004	3.04	18.72	400	400	400	68.89999999999999	57.78	1.43	300.01	300.02	300.02
000650.txt	400	3.9800000000000004	300.03	400	300.02000000000004	300.15999999999997	19.330000000000002	0.8199999999999998	300.02000000000004	3.5200000000000005	14.48	400	2.83	300.02	76.44	85.41	2.9700000000000006	300.02000000000004	300.02	77.61
000651.txt	57.99	0.10000000000000009	300.02	400	400	303.6	1.0399999999999998	0.6699999999999999	300.02000000000004	2.23	12.32	400	1.97	2.5300000000000002	15.459999999999999	5.35	2.46	300.02000000000004	300.02000000000004	0.17000000000000015
000652.txt	300.03	0.1299999999999999	300.02	400	300.02	300.01	0.4600000000000002	0.4099999999999999	55.07	1.9100000000000001	10.1	151.72	2.54	400	400	0.08999999999999986	2.26	300.01	300.02	0.1200000000000001
000653.txt	400	17.49	300.03	400	300.02	300.01	10.04	0.81	300.02	159.45999999999998	19.2	400	400	300.03999999999996	400	65.31	4.779999999999999	300.02	300.09000000000003	300.02000000000004
000654.txt	400	15.599999999999998	300.03999999999996	400	300.02000000000004	300.03999999999996	1.42	0.48	300.02	22.87	12.229999999999999	400	3.84	300.02000000000004	66.85	52.35	0.21999999999999997	300.01	300.01	300.01
000655.txt	300.01	9.49	300.03000000000003	400	300.03	300.04999999999995	20.779999999999998	3.62	300.03000000000003	52.61	15.200000000000001	300.01000000000005	400	300.02	400	81.07000000000001	4.37	300.02	300.11	300.01000000000005
000656.txt	300.02000000000004	0.3500000000000001	300.04	400	300.01000000000005	300.25	1.4899999999999998	0.6699999999999999	300.03	75.35000000000001	11.67	400	2.3899999999999997	300.03000000000003	400	19.159999999999997	3.1100000000000003	300.02	300.03	0.20000000000000018
000657.txt	400	2.55	300.02000000000004	400	400	300.01	0.20999999999999996	0.3800000000000001	300.03000000000003	2.46	10.870000000000001	3.05	3.0100000000000002	2.66	8.97	4.27	1.1500000000000001	300.02	300.01	0.17000000000000015
000658.txt	400	3.5600000000000005	300.03	400	400	300.06	0.24	0.47	0.08999999999999986	3.4400000000000004	14.56	400	2.75	400	83.05000000000001	18.84	0.07000000000000006	300.02	300.03	0.16000000000000014
000659.txt	102.02000000000001	1.43	300.03000000000003	400	400	300.04	97.72	0.42999999999999994	300.02	5.23	17.25	400	3.5300000000000002	400	46.529999999999994	97.10000000000001	0.25	300.02	300.01	0.17999999999999994
000660.txt	300.02	0.29000000000000004	300.03000000000003	400	400	300.01	0.25	0.3900000000000001	15.559999999999999	4.09	13.440000000000001	6.839999999999999	2.26	300.02000000000004	150.85	0.10999999999999988	0.9400000000000002	300.01	300.02000000000004	0.33999999999999986
000661.txt	400	6.61	300.03	400	300.02	300.01	0.4700000000000002	0.51	300.02	12.27	14.23	40.33	400	300.03	27.23	50.99	4.86	300.02	300.03	26.919999999999998
000662.txt	400	0.6200000000000001	300.03000000000003	400	300.02	300.09000000000003	0.9999999999999998	0.7599999999999998	300.02000000000004	5.91	13.04	77.73	3.4499999999999993	300.04	16.12	400	2.77	300.02000000000004	300.02000000000004	300.01
000663.txt	400	2.71	300.03000000000003	400	300.01	300.09000000000003	10.15	0.5	300.03000000000003	3.26	10.84	400	2.7600000000000002	5.38	36.75	5.02	4.01	300.01	300.01	77.51
000664.txt	400	11.360000000000001	300.02	400	300.03	300.01	16.9	0.49	300.01	3.3199999999999994	14.09	400	2.62	300.05	20.279999999999998	2.1799999999999997	0.09999999999999987	300.02	300.01	300.02
000665.txt	300.01	0.08000000000000007	300.02000000000004	400	400	275.81	0.5800000000000001	0.41000000000000014	300.02000000000004	4.1499999999999995	17.87	1.82	400	300.02000000000004	19.85	5.19	0.07999999999999985	300.01	300.01	0.22999999999999998
000666.txt	400	13.370000000000001	300.02000000000004	400	300.01000000000005	300.26	18.46	3.0	300.02	44.47	14.379999999999999	400	2.5700000000000003	300.02000000000004	400	300.03	0.76	300.01	300.02	300.02000000000004
000667.txt	400	3.6599999999999993	300.03000000000003	400	300.03000000000003	300.12	12.25	1.0	300.05	36.99	16.91	400	400	300.03	400	58.0	3.6199999999999997	300.02	300.01	300.01
000668.txt	300.05	0.25	300.02000000000004	400	400	300.02	0.28	0.49	106.85000000000001	6.39	22.19	400	2.95	2.86	20.77	9.18	3.1599999999999997	300.01000000000005	300.02000000000004	0.15999999999999992
000669.txt	300.02	0.17000000000000015	300.02000000000004	400	300.02	300.12	0.6199999999999999	0.5999999999999999	300.03000000000003	2.89	16.04	25.099999999999998	2.7600000000000002	300.02000000000004	17.09	3.7699999999999996	0.6199999999999999	300.02	300.02000000000004	0.20000000000000018
000670.txt	300.03	0.06000000000000005	300.02000000000004	400	400	301.26	0.3800000000000001	0.36	12.38	2.3200000000000003	9.780000000000001	2.5300000000000002	2.54	3.05	9.69	0.07999999999999985	1.98	300.02	300.02	0.14000000000000012
000671.txt	400	20.029999999999998	300.03	400	300.02	300.01	23.57	2.96	300.02	3.5599999999999996	18.689999999999998	400	400	300.05	400	65.24	6.45	300.03999999999996	300.02000000000004	300.02
000672.txt	400	5.1	300.03000000000003	400	300.01000000000005	300.01000000000005	0.56	0.3800000000000001	0.11999999999999988	2.41	9.209999999999999	20.400000000000002	2.08	2.53	16.74	0.11999999999999988	2.7799999999999994	300.02	300.02	0.15999999999999992
000673.txt	300.02000000000004	0.30000000000000004	300.03	400	300.21000000000004	300.01	20.98	0.7499999999999998	300.02000000000004	115.38	11.77	400	2.8599999999999994	300.01	400	10.190000000000001	6.1	300.02	300.01	300.01000000000005
000674.txt	400	3.67	300.03	400	300.01	300.07	0.6299999999999999	0.6499999999999999	300.03	1.4999999999999998	13.540000000000001	400	2.43	300.03	22.02	60.65	0.7200000000000002	300.01	300.02	300.01
000675.txt	400	2.98	300.02	400	300.01000000000005	300.01	0.16999999999999993	0.4099999999999999	300.02000000000004	2.84	9.26	400	2.3099999999999996	300.28000000000003	15.86	14.43	0.07000000000000006	300.01	300.04	84.33
000676.txt	400	2.37	300.03000000000003	400	300.02	300.01	0.69	0.8099999999999998	300.02	2.4	14.43	400	3.58	400	400	45.9	2.9699999999999998	300.02	300.02	76.67
000677.txt	400	2.6900000000000004	300.03999999999996	400	300.01	300.01	1.8299999999999998	0.79	300.02	1.83	15.25	400	2.3600000000000003	300.02000000000004	17.01	2.84	0.1100000000000001	300.02	300.02000000000004	300.01
000678.txt	196.44	0.26	300.03	400	300.02	300.01	0.8700000000000001	0.53	300.02	3.03	11.41	400	3.01	2.53	17.169999999999998	36.800000000000004	6.619999999999999	300.03000000000003	300.01	0.6000000000000001
000679.txt	400	2.5300000000000002	300.02	400	300.02000000000004	300.09	0.3400000000000001	0.6799999999999999	300.03000000000003	3.16	11.27	400	2.6399999999999997	300.03000000000003	12.73	1.96	0.08999999999999986	300.03000000000003	300.01	0.15999999999999992
000680.txt	400	2.62	300.02	400	300.02	300.07	10.26	300.02	300.02	89.1	13.02	300.01	2.88	300.03000000000003	300.01	54.970000000000006	7.84	300.01	300.04	47.21
000681.txt	400	15.419999999999998	300.03	400	300.03000000000003	300.08000000000004	0.3900000000000001	0.5	137.82	4.74	17.49	88.04	90.66	400	35.07	3.67	1.0999999999999999	300.02	300.03000000000003	272.64000000000004
000682.txt	400	12.91	300.03	400	300.01	300.01	0.5900000000000001	0.74	300.02	60.61000000000001	17.66	400	4.409999999999999	300.17	38.5	0.9800000000000002	0.8400000000000001	300.02	300.02000000000004	76.02000000000001
000683.txt	300.02	0.3900000000000001	300.02	400	400	302.41999999999996	22.17	2.9299999999999997	11.23	2.8600000000000003	11.620000000000001	3.9000000000000004	2.75	400	44.01	0.6100000000000001	0.17000000000000015	300.03000000000003	300.05	0.17000000000000015
000684.txt	400	11.78	300.03	400	300.03000000000003	300.01	0.7900000000000003	3.7299999999999995	300.03000000000003	32.099999999999994	16.32	400	400	300.04	400	109.21000000000001	6.879999999999999	300.01	300.03	300.02
000685.txt	400	15.049999999999999	300.03	400	300.03000000000003	300.06	2.6799999999999997	0.9300000000000002	300.02000000000004	4.859999999999999	16.19	400	400	300.04	34.11	48.800000000000004	7.14	300.02	300.02000000000004	260.21
000686.txt	300.02000000000004	0.30999999999999983	300.02	400	300.02	300.02	0.8899999999999999	0.6599999999999997	226.57	4.2700000000000005	11.63	400	2.4	300.02	19.0	2.7800000000000002	0.9099999999999999	300.01	300.01000000000005	98.71000000000001
000687.txt	40.88999999999999	0.16000000000000014	300.02000000000004	400	400	300.02	0.29000000000000004	0.4600000000000002	8.94	3.9699999999999998	11.770000000000001	400	3.3599999999999994	2.56	12.07	3.76	0.08000000000000007	300.01	300.02	0.31000000000000005
000688.txt	400	3.17	300.03000000000003	400	300.02	300.03	0.54	0.79	300.04	3.55	13.879999999999999	400	3.56	400	300.01000000000005	0.9599999999999997	2.51	300.02000000000004	300.02	300.02
000689.txt	300.03	0.19999999999999996	300.02	400	400	303.44	11.9	0.52	234.88	4.5	16.59	400	3.3	300.02	102.17999999999999	29.45	0.21999999999999997	300.02000000000004	300.02	6.7299999999999995
000690.txt	400	2.6100000000000003	300.03	400	300.03	300.14	0.5699999999999998	0.7300000000000002	300.02000000000004	32.050000000000004	15.48	300.02000000000004	3.5199999999999996	300.02	400	8.47	6.1899999999999995	300.02	300.01	300.03000000000003
000691.txt	300.01	0.29000000000000004	300.05	400	400	300.04	0.3899999999999999	0.49	300.02	5.33	14.19	400	3.2799999999999994	3.6100000000000003	400	36.949999999999996	1.9799999999999998	300.01	300.02000000000004	300.02000000000004
000692.txt	400	1.3299999999999998	300.03	400	300.02	300.02	0.42999999999999994	0.8099999999999998	300.02	3.75	14.16	400	3.12	300.01000000000005	400	66.72	3.99	300.02000000000004	300.05	5.51
000693.txt	400	5.93	300.03	400	300.01	300.09000000000003	11.239999999999998	0.6999999999999997	300.03	40.23	15.24	400	400	300.03	400	9.59	4.81	300.01	300.02000000000004	218.82
000694.txt	400	7.3999999999999995	300.02	400	300.02	257.48999999999995	0.5	0.69	11.31	3.12	13.67	400	2.21	300.02000000000004	13.53	0.1200000000000001	0.09000000000000008	300.01000000000005	300.04	0.16000000000000014
000695.txt	400	6.3100000000000005	300.03999999999996	400	300.06	300.01	1.65	0.8900000000000001	50.800000000000004	4.0	17.599999999999998	74.36	3.67	0.3899999999999999	21.39	16.98	0.1299999999999999	300.01	300.01	0.9999999999999998
000696.txt	400	0.9000000000000001	300.03	400	300.02	300.01	0.9499999999999997	0.4900000000000002	10.32	2.54	10.26	104.13000000000001	3.6100000000000003	300.02000000000004	24.19	0.09000000000000008	1.17	300.02	300.01	0.3600000000000001
000697.txt	400	2.43	300.03999999999996	400	300.01000000000005	301.08	0.41999999999999993	0.54	300.03000000000003	2.92	11.0	400	3.1900000000000004	300.02	13.47	0.8200000000000001	0.07000000000000006	300.03000000000003	300.03000000000003	0.15000000000000013
000698.txt	400	4.42	300.03	400	300.02	300.03000000000003	2.2	0.8999999999999999	300.02000000000004	4.84	15.56	400	4.03	300.52	400	9.549999999999999	8.35	300.03999999999996	300.01	300.02
000699.txt	400	3.29	300.03	400	300.03000000000003	300.02000000000004	30.13	300.05	300.02	300.02	22.95	300.01	4.43	300.03	400	100.42	2.44	300.02000000000004	300.02	300.02
000700.txt	300.02000000000004	0.25	300.03	400	300.02	300.01	0.71	0.49	300.02000000000004	2.7800000000000002	12.47	400	3.2	300.02000000000004	400	0.1100000000000001	2.59	300.02	300.03000000000003	18.35
000701.txt	400	3.71	300.03000000000003	400	300.02	300.01	1.51	0.6099999999999999	300.03000000000003	2.47	12.26	400	3.1700000000000004	400	31.39	20.44	8.98	300.02	300.04	219.53
000702.txt	400	2.62	300.03000000000003	400	200.48	300.01	0.6199999999999999	0.54	8.86	2.5600000000000005	13.790000000000001	4.22	2.3200000000000003	0.33999999999999986	11.07	0.1299999999999999	2.0900000000000003	300.02	300.02	0.19999999999999996
000703.txt	300.02000000000004	0.07000000000000006	300.02000000000004	400	15.84	300.02000000000004	1.29	0.40000000000000013	23.45	2.3499999999999996	11.65	3.18	2.74	2.65	0.6400000000000001	0.09000000000000008	2.06	300.04	300.01	0.33000000000000007
000704.txt	400	4.15	300.02	400	400	300.04999999999995	0.42000000000000004	0.51	21.69	2.9699999999999998	10.5	4.4399999999999995	4.01	2.3099999999999996	14.290000000000001	0.6299999999999999	2.7699999999999996	300.02	300.01000000000005	0.3700000000000001
000705.txt	400	2.41	300.03	400	300.02	300.01	31.259999999999998	0.8799999999999999	300.02	36.57	16.02	400	400	300.03	400	62.349999999999994	9.14	300.01000000000005	300.02	300.01
000706.txt	400	6.16	300.04	400	300.01	237.19000000000003	0.9300000000000002	0.3799999999999999	146.04	2.17	11.68	50.17	2.34	0.26	10.51	2.6999999999999997	0.6000000000000001	300.02000000000004	300.02	9.33
000707.txt	300.01	0.10999999999999988	300.02000000000004	400	300.06	300.01	1.5	0.52	300.02000000000004	3.1800000000000006	14.2	400	2.71	2.2299999999999995	400	94.87	3.55	300.01	300.08	0.44999999999999996
000708.txt	400	5.1	300.02000000000004	400	300.02000000000004	300.09	13.95	2.89	300.02000000000004	72.54	16.79	400	4.529999999999999	300.02	400	75.56	0.9199999999999999	300.01	300.01	300.02
000709.txt	400	3.3099999999999996	300.03999999999996	400	300.02000000000004	300.02000000000004	0.9100000000000001	0.9000000000000001	300.02	2.8600000000000003	20.61	400	400	300.03000000000003	26.42	54.56	3.7299999999999995	300.02000000000004	300.02000000000004	16.39
000710.txt	400	5.959999999999999	300.03	400	300.01	300.02000000000004	11.25	0.54	87.8	2.71	11.71	126.89000000000001	4.970000000000001	300.02	21.59	2.59	0.07000000000000006	300.02	300.02000000000004	0.16999999999999993
000711.txt	400	6.4399999999999995	300.03000000000003	400	300.03	300.02	1.0299999999999998	0.79	300.02	3.0700000000000003	14.350000000000001	400	3.6700000000000004	300.02000000000004	32.43	4.08	1.41	300.02000000000004	300.02	0.3400000000000001
000712.txt	400	2.6500000000000004	300.03999999999996	400	300.03	300.15	0.56	3.4799999999999995	300.04	44.580000000000005	15.48	400	400	300.02000000000004	95.58000000000001	400	14.990000000000002	300.02	300.43	175.59
000713.txt	300.02	0.5700000000000001	300.02	400	300.02	300.01	0.4099999999999999	0.6400000000000001	300.03	246.33	18.67	400	3.6799999999999997	300.03	121.53	0.7800000000000002	1.14	300.01	300.01000000000005	300.02
000714.txt	300.03	0.8900000000000001	300.03000000000003	400	300.02	300.13	15.72	33.58	300.03999999999996	11.55	18.59	300.01000000000005	400	300.04	400	10.719999999999999	1.5300000000000002	300.02000000000004	300.05	300.02000000000004
000715.txt	400	3.48	300.03999999999996	400	300.02	212.41	2.2300000000000004	3.42	300.03	2.58	16.84	400	400	2.17	400	47.71	7.529999999999999	300.01	300.10999999999996	300.02
000716.txt	400	4.390000000000001	300.03	400	400	300.05	0.9499999999999997	0.47	300.02000000000004	2.88	10.22	400	3.73	300.03	19.240000000000002	35.22	3.34	300.02	300.02	74.73
000717.txt	400	8.700000000000001	300.02	400	300.02	300.05	0.31999999999999984	0.6499999999999999	300.03000000000003	2.75	11.4	6.08	2.9300000000000006	400	14.02	90.75	4.0	300.01000000000005	300.03999999999996	1.8200000000000003
000718.txt	300.01	0.06000000000000005	300.02000000000004	400	300.04	244.45	0.26	0.3599999999999999	300.03999999999996	2.83	8.33	2.52	2.6399999999999997	2.5599999999999996	2.58	0.06000000000000005	2.43	300.02000000000004	300.02	0.15000000000000013
000719.txt	400	4.32	300.03	400	300.03	300.01	8.5	1.01	300.02	4.9399999999999995	20.79	400	400	300.03000000000003	400	46.04	3.6799999999999997	300.01	300.01	300.02000000000004
000720.txt	400	2.6999999999999997	300.05	400	300.03000000000003	300.02	27.919999999999998	102.44	118.30000000000001	19.369999999999997	17.380000000000003	400	400	2.7300000000000004	400	60.65	7.22	300.01	300.01	18.27
000721.txt	300.02	0.48	300.02000000000004	400	300.02	300.02000000000004	0.42000000000000015	0.51	300.03000000000003	2.26	12.65	84.08	3.0000000000000004	0.33000000000000007	28.35	0.5800000000000001	0.8599999999999999	300.01	300.02000000000004	0.19999999999999996
000722.txt	400	58.84	300.03000000000003	400	300.01	300.02000000000004	13.299999999999999	5.75	300.02000000000004	3.2800000000000002	17.830000000000002	400	4.959999999999999	300.05	400	103.48	2.71	300.01000000000005	300.07	300.02
000723.txt	300.02	0.31999999999999984	300.03000000000003	400	300.02000000000004	300.06	0.5899999999999999	0.79	300.03000000000003	2.3000000000000003	16.18	73.8	3.33	2.63	27.05	2.7500000000000004	0.10999999999999988	300.01	300.01	0.32000000000000006
000724.txt	400	2.9699999999999998	300.04	400	300.02	300.01	0.8	7.8	300.03000000000003	300.04	17.369999999999997	400	400	300.03	400	109.94	7.14	300.03999999999996	300.02	300.02
000725.txt	400	3.04	300.02	400	400	300.01	22.31	0.3999999999999999	207.14	8.14	15.64	48.51	3.95	300.09000000000003	400	55.849999999999994	13.58	300.02	300.02	300.02000000000004
000726.txt	400	4.41	300.03000000000003	400	300.01	300.01	18.12	0.96	300.03	149.53	19.529999999999998	400	4.0600000000000005	300.02	400	109.51	5.24	300.02000000000004	300.07	300.02
000727.txt	400	2.4699999999999998	300.02	400	400	300.04	0.5799999999999998	0.48	1.4200000000000002	3.0700000000000003	11.42	400	3.33	400	21.439999999999998	11.47	5.12	300.03999999999996	300.01	0.17000000000000015
000728.txt	400	4.8999999999999995	300.03000000000003	400	300.02	300.02	11.68	0.69	300.02	42.73	19.9	400	400	300.04	400	22.98	4.050000000000001	300.02	300.01000000000005	300.02
000729.txt	300.03000000000003	0.3700000000000001	300.03	400	400	300.01	0.5900000000000001	0.6100000000000001	300.03	5.8	15.16	400	3.9499999999999997	300.03	36.88	19.130000000000003	0.21999999999999997	300.01	300.02	0.41000000000000014
000730.txt	300.02	0.1399999999999999	300.03000000000003	400	400	300.04	1.48	0.8200000000000001	300.02	5.6499999999999995	14.73	400	2.8500000000000005	300.03000000000003	82.95	8.629999999999999	0.31000000000000005	300.02	300.01	80.79
000731.txt	400	3.0999999999999996	300.02000000000004	400	300.02	300.01	25.6	3.34	300.03000000000003	21.91	13.84	400	3.36	400	400	22.720000000000002	5.07	300.02000000000004	300.04	0.43999999999999995
000732.txt	300.02	0.25	300.02	400	300.02	300.01	0.6000000000000001	0.8599999999999999	300.02000000000004	2.83	15.82	10.6	3.5200000000000005	300.01	18.61	3.66	0.1200000000000001	300.01	300.05	102.88000000000001
000733.txt	400	113.91	300.03000000000003	400	300.03000000000003	300.02	1.1600000000000001	300.11	300.02000000000004	3.7099999999999995	22.470000000000002	400	400	300.03	400	65.74	5.6000000000000005	300.03	300.07	300.01
000734.txt	400	30.54	300.03	400	300.02	300.01	8.35	0.8699999999999999	300.02	3.92	14.15	400	4.46	300.02	400	29.91	2.6799999999999997	300.02000000000004	300.08	300.01000000000005
000735.txt	400	2.5700000000000003	300.03	400	300.02	300.11	1.1099999999999999	0.7899999999999998	300.03	4.13	15.14	400	3.3499999999999996	300.02	400	12.770000000000001	6.26	300.02	300.04	300.02000000000004
000736.txt	300.02000000000004	0.8	300.02	400	300.03	300.02000000000004	0.4099999999999999	0.8	300.02000000000004	4.74	12.92	300.02	400	300.02000000000004	109.67999999999999	12.94	1.7800000000000002	300.02000000000004	300.06	0.5
000737.txt	400	3.35	300.03000000000003	400	300.01	300.02000000000004	6.7	0.8200000000000003	300.02000000000004	2.29	18.0	400	3.4200000000000004	300.02000000000004	25.49	3.4899999999999998	0.9200000000000002	300.01000000000005	300.02	73.91999999999999
000738.txt	7.639999999999999	0.22999999999999998	300.03	400	400	300.03000000000003	0.41999999999999993	0.42999999999999994	300.04	5.619999999999999	22.43	88.86	400	400	59.85	7.8100000000000005	2.3	300.02000000000004	300.03000000000003	300.01
000739.txt	400	8.360000000000001	300.02	400	300.02000000000004	300.01	13.5	0.8300000000000001	300.02	3.67	14.48	28.85	3.33	2.05	34.8	98.14	11.35	300.02	300.01	300.02
000740.txt	300.03000000000003	0.21999999999999997	300.03	400	300.01	300.03000000000003	6.09	0.5899999999999999	300.02	19.73	15.65	400	400	300.02	87.49000000000001	6.8100000000000005	1.0600000000000003	300.03	300.02	0.15999999999999992
000741.txt	0.07000000000000006	0.07000000000000006	300.04	400	400	309.36	0.3999999999999999	0.41999999999999993	0.07999999999999985	7.54	16.67	24.52	3.37	8.05	0.1299999999999999	0.08000000000000007	1.5199999999999998	300.02	300.03	0.16999999999999993
000742.txt	300.03999999999996	0.24	300.03000000000003	400	300.5	300.06	0.6599999999999999	2.3	300.02000000000004	119.61	17.900000000000002	400	2.9400000000000004	300.04999999999995	400	72.67	3.4399999999999995	300.02	300.04	300.02
000743.txt	400	3.0199999999999996	300.03	400	300.03000000000003	300.01	0.5800000000000001	61.23	300.02000000000004	3.2	11.51	125.16	400	300.02000000000004	32.580000000000005	64.11999999999999	5.43	300.01000000000005	300.04	300.02
000744.txt	400	2.7899999999999996	300.04999999999995	400	300.02	300.04	0.6799999999999999	124.56	300.02	5.0	23.21	400	400	300.03	69.54	79.66	7.459999999999999	300.02	300.03000000000003	75.98
000745.txt	400	3.46	300.03000000000003	400	300.22999999999996	300.05	1.8900000000000001	0.8300000000000001	300.03	3.62	15.91	400	3.52	300.03	400	73.99000000000001	2.8100000000000005	300.03000000000003	300.01	300.01
000746.txt	400	2.7399999999999998	300.05	400	300.03999999999996	300.01	13.73	0.78	300.03	3.6500000000000004	17.08	89.13000000000001	3.7299999999999995	300.06	16.09	61.34	0.1200000000000001	300.01	300.04	300.02
000747.txt	400	2.71	300.03000000000003	400	300.01	300.01	0.8799999999999999	1.0	300.02000000000004	3.4899999999999998	18.13	400	4.19	4.36	35.54	1.4200000000000002	4.44	300.01	300.02	300.02
000748.txt	400	1.6799999999999997	300.03000000000003	400	400	300.08000000000004	0.8200000000000001	4.1	300.02	57.19	22.53	400	400	400	400	31.540000000000003	2.71	300.01	300.02000000000004	300.02
000749.txt	400	0.16999999999999993	300.03	400	400	300.1	0.3699999999999999	182.25	300.02	2.84	9.72	400	4.199999999999999	0.9099999999999999	108.78	0.5499999999999998	0.05999999999999983	300.02000000000004	300.02	0.18999999999999995
000750.txt	300.02	0.3799999999999999	300.03	400	400	300.01	1.66	3.38	300.02	27.259999999999998	16.39	400	4.01	300.03000000000003	21.959999999999997	15.11	1.88	300.01000000000005	300.02000000000004	300.02
000751.txt	400	3.1100000000000003	300.03999999999996	400	300.06	300.02	17.990000000000002	1.1099999999999999	300.02	12.739999999999998	23.93	400	400	300.03000000000003	39.849999999999994	87.61	4.56	300.02	300.04	300.02000000000004
000752.txt	70.4	0.2200000000000002	300.02	400	300.01	300.13	1.17	0.6999999999999997	300.02	2.46	12.200000000000001	5.550000000000001	3.35	2.55	22.830000000000002	0.3699999999999999	2.3099999999999996	300.02	300.01	91.05000000000001
000753.txt	400	2.9400000000000004	300.02	400	400	300.01000000000005	1.2899999999999998	0.54	300.02	3.3	15.080000000000002	400	3.76	300.02	32.22	53.84	0.8200000000000001	300.03000000000003	300.01	300.02000000000004
