	CPU_Param_1	CPU_Param_2	CPU_Param_3	CPU_Param_4	CPU_Param_5	CPU_Param_6	CPU_Param_7	CPU_Param_8	CPU_Param_9	CPU_Param_10	CPU_Param_11	CPU_Param_12	CPU_Param_13	CPU_Param_14	CPU_Param_15	CPU_Param_16	CPU_Param_17	CPU_Param_18	CPU_Param_119	CPU_Param_20
SWGCP_only_5000/SWlin2006.19167.cnf	0.12	0.14	0.1	0.08	0.3	0.28	0.1	0.24	0.16	0.3	0.1	0.36	0.62	0.46	0.08	0.34	0.24	0.1	0.62	1.16
SWGCP_only_5000/SWlin2006.19168.cnf	0.12	0.34	0.06	0.06	0.18	0.16	0.04	0.16	0.24	0.18	0.06	0.26	0.4	0.26	0.06	0.22	0.14	0.08	0.38	0.5
SWGCP_only_5000/SWlin2006.19169.cnf	0.18	0.6	0.08	0.08	0.16	0.24	0.1	0.08	0.44	0.24	0.12	0.58	0.62	0.56	0.08	0.36	0.22	0.1	0.6	1.22
SWGCP_only_5000/SWlin2006.19170.cnf	0.02	0.0	0.06	0.04	0.02	0.16	0.06	0.06	0.0	0.16	0.06	0.0	0.04	0.22	0.02	0.02	0.02	0.08	0.0	0.5
SWGCP_only_5000/SWlin2006.19171.cnf	0.24	0.18	0.08	0.08	0.06	0.12	0.1	0.3	0.08	0.24	0.08	0.06	0.06	0.12	0.1	0.4	0.26	0.1	0.68	1.16
SWGCP_only_5000/SWlin2006.19172.cnf	0.16	0.24	0.06	0.06	0.22	0.2	0.1	0.22	0.32	0.26	0.08	0.36	0.52	0.3	0.08	0.3	0.16	0.08	0.52	0.74
SWGCP_only_5000/SWlin2006.19173.cnf	0.2	0.1	0.08	0.08	0.1	0.32	0.12	0.32	0.48	0.36	0.12	0.16	0.5	0.4	0.08	0.42	0.28	0.1	0.74	1.32
SWGCP_only_5000/SWlin2006.19174.cnf	0.24	0.68	0.1	0.12	0.38	0.36	0.12	0.36	0.64	0.4	0.12	0.64	0.72	0.54	0.1	0.46	0.14	0.12	1.08	1.74
SWGCP_only_5000/SWlin2006.19175.cnf	0.14	0.36	0.04	0.06	0.2	0.18	0.06	0.18	0.28	0.2	0.08	0.32	0.38	0.24	0.06	0.28	0.16	0.08	0.34	0.64
SWGCP_only_5000/SWlin2006.19176.cnf	0.28	0.84	0.1	0.1	0.38	0.44	0.12	0.22	0.4	0.46	0.12	0.56	0.54	0.48	0.1	0.56	0.26	0.12	1.0	1.62
SWGCP_only_5000/SWlin2006.19177.cnf	0.16	0.24	0.04	0.08	0.16	0.18	0.06	0.14	0.22	0.2	0.06	0.24	0.34	0.24	0.04	0.18	0.14	0.08	0.38	0.54
SWGCP_only_5000/SWlin2006.19178.cnf	0.1	0.06	0.08	0.08	0.3	0.3	0.1	0.28	0.32	0.4	0.1	0.44	0.58	0.2	0.1	0.2	0.22	0.08	0.56	1.2
SWGCP_only_5000/SWlin2006.19179.cnf	0.16	0.22	0.06	0.06	0.32	0.32	0.1	0.26	0.22	0.32	0.08	0.36	0.22	0.24	0.08	0.32	0.18	0.1	0.56	1.1
SWGCP_only_5000/SWlin2006.19180.cnf	0.16	0.26	0.08	0.1	0.3	0.3	0.1	0.3	0.24	0.32	0.1	0.4	0.28	0.32	0.08	0.34	0.16	0.1	0.54	1.08
SWGCP_only_5000/SWlin2006.19181.cnf	0.14	0.18	0.08	0.06	0.06	0.12	0.06	0.02	0.28	0.24	0.06	0.34	0.16	0.0	0.06	0.28	0.1	0.04	0.44	0.64
SWGCP_only_5000/SWlin2006.19182.cnf	0.2	0.26	0.08	0.08	0.3	0.3	0.1	0.22	0.26	0.28	0.1	0.38	0.32	0.26	0.08	0.38	0.18	0.1	0.6	1.26
SWGCP_only_5000/SWlin2006.19183.cnf	0.24	0.52	0.1	0.08	0.38	0.34	0.1	0.12	0.12	0.42	0.1	0.4	0.6	0.34	0.1	0.44	0.28	0.1	0.82	1.42
SWGCP_only_5000/SWlin2006.19184.cnf	0.12	0.3	0.06	0.06	0.2	0.18	0.08	0.16	0.22	0.2	0.08	0.28	0.3	0.22	0.06	0.24	0.14	0.08	0.38	0.58
SWGCP_only_5000/SWlin2006.19185.cnf	0.2	0.58	0.08	0.08	0.32	0.28	0.1	0.28	0.42	0.34	0.1	0.48	0.6	0.3	0.08	0.34	0.2	0.1	0.72	1.08
SWGCP_only_5000/SWlin2006.19186.cnf	0.22	0.6	0.06	0.08	0.38	0.36	0.1	0.34	0.5	0.34	0.1	0.48	0.06	0.58	0.1	0.4	0.12	0.1	0.74	1.36
SWGCP_only_5000/SWlin2006.19187.cnf	0.24	0.62	0.1	0.1	0.46	0.4	0.1	0.22	0.36	0.46	0.16	0.54	0.5	0.42	0.08	0.52	0.3	0.12	0.9	1.56
SWGCP_only_5000/SWlin2006.19188.cnf	0.24	0.38	0.08	0.1	0.36	0.32	0.12	0.3	0.42	0.32	0.14	0.5	0.52	0.38	0.1	0.36	0.24	0.12	1.0	1.48
SWGCP_only_5000/SWlin2006.19189.cnf	0.1	0.04	0.06	0.06	0.1	0.18	0.08	0.2	0.16	0.24	0.08	0.02	0.22	0.06	0.04	0.02	0.18	0.08	0.48	0.64
SWGCP_only_5000/SWlin2006.19190.cnf	0.14	0.28	0.04	0.04	0.14	0.16	0.04	0.12	0.18	0.14	0.06	0.22	0.34	0.2	0.06	0.18	0.12	0.06	0.36	0.4
SWGCP_only_5000/SWlin2006.19191.cnf	0.16	0.08	0.08	0.08	0.24	0.16	0.08	0.26	0.02	0.04	0.08	0.4	0.54	0.34	0.04	0.26	0.16	0.08	0.6	0.84
SWGCP_only_5000/SWlin2006.19192.cnf	0.14	0.28	0.06	0.06	0.18	0.18	0.08	0.18	0.22	0.2	0.08	0.26	0.34	0.24	0.06	0.24	0.16	0.06	0.42	0.62
SWGCP_only_5000/SWlin2006.19193.cnf	0.2	0.64	0.08	0.1	0.26	0.26	0.1	0.26	0.3	0.36	0.12	0.52	0.48	0.52	0.08	0.42	0.26	0.1	0.64	1.12
SWGCP_only_5000/SWlin2006.19194.cnf	0.14	0.32	0.06	0.06	0.22	0.26	0.08	0.2	0.26	0.26	0.08	0.36	0.42	0.26	0.06	0.3	0.14	0.08	0.48	0.76
SWGCP_only_5000/SWlin2006.19195.cnf	0.02	0.08	0.06	0.06	0.08	0.18	0.08	0.16	0.0	0.02	0.08	0.32	0.44	0.26	0.04	0.26	0.16	0.06	0.02	0.56
SWGCP_only_5000/SWlin2006.19196.cnf	0.16	0.36	0.06	0.06	0.22	0.24	0.08	0.22	0.34	0.22	0.1	0.32	0.56	0.3	0.08	0.28	0.16	0.08	0.48	0.72
SWGCP_only_5000/SWlin2006.19197.cnf	0.18	0.32	0.08	0.06	0.24	0.2	0.1	0.18	0.36	0.28	0.12	0.34	0.36	0.32	0.08	0.36	0.2	0.06	0.54	0.96
SWGCP_only_5000/SWlin2006.19198.cnf	0.3	0.66	0.12	0.1	0.44	0.34	0.14	0.38	0.42	0.52	0.14	0.56	1.1	0.52	0.1	0.42	0.28	0.12	0.68	1.84
SWGCP_only_5000/SWlin2006.19199.cnf	0.12	0.14	0.08	0.08	0.28	0.24	0.06	0.22	0.08	0.26	0.08	0.4	0.06	0.06	0.08	0.28	0.06	0.1	0.54	0.8
SWGCP_only_5000/SWlin2006.19200.cnf	0.26	0.8	0.08	0.1	0.42	0.42	0.12	0.32	0.56	0.48	0.12	0.56	0.72	0.08	0.12	0.42	0.26	0.12	0.92	1.7
SWGCP_only_5000/SWlin2006.19201.cnf	0.22	0.12	0.1	0.1	0.34	0.3	0.1	0.36	0.48	0.4	0.1	0.62	0.68	0.64	0.08	0.2	0.3	0.1	0.84	1.64
SWGCP_only_5000/SWlin2006.19202.cnf	0.2	0.38	0.06	0.08	0.26	0.26	0.08	0.24	0.32	0.24	0.08	0.38	0.42	0.32	0.08	0.3	0.2	0.08	0.58	0.96
SWGCP_only_5000/SWlin2006.19203.cnf	0.22	0.3	0.06	0.1	0.32	0.3	0.1	0.26	0.32	0.28	0.1	0.44	0.48	0.34	0.08	0.36	0.22	0.1	0.58	1.16
SWGCP_only_5000/SWlin2006.19204.cnf	0.26	0.48	0.1	0.12	0.42	0.48	0.14	0.34	0.42	0.4	0.14	0.5	0.48	0.38	0.12	0.52	0.32	0.12	0.9	1.94
SWGCP_only_5000/SWlin2006.19205.cnf	0.16	0.02	0.04	0.06	0.24	0.18	0.08	0.14	0.04	0.26	0.06	0.08	0.44	0.32	0.08	0.22	0.2	0.08	0.12	0.76
SWGCP_only_5000/SWlin2006.19206.cnf	0.26	0.42	0.1	0.12	0.42	0.44	0.12	0.4	0.46	0.4	0.14	0.52	0.54	0.4	0.12	0.52	0.28	0.14	0.82	2.0
SWGCP_only_5000/SWlin2006.19207.cnf	0.26	0.78	0.12	0.1	0.44	0.4	0.14	0.36	0.56	0.44	0.14	0.2	0.8	0.72	0.12	0.56	0.32	0.12	0.9	1.82
SWGCP_only_5000/SWlin2006.19208.cnf	0.14	0.58	0.1	0.08	0.3	0.28	0.08	0.28	0.32	0.04	0.1	0.48	0.16	0.12	0.08	0.34	0.24	0.1	0.64	1.04
SWGCP_only_5000/SWlin2006.19209.cnf	0.22	0.16	0.08	0.06	0.06	0.22	0.1	0.28	0.36	0.16	0.12	0.18	0.4	0.42	0.06	0.3	0.26	0.1	0.68	1.16
SWGCP_only_5000/SWlin2006.19210.cnf	0.22	0.64	0.08	0.1	0.36	0.3	0.12	0.3	0.5	0.4	0.12	0.18	0.08	0.26	0.08	0.48	0.12	0.12	0.78	1.32
SWGCP_only_5000/SWlin2006.19211.cnf	0.26	0.44	0.12	0.1	0.46	0.38	0.12	0.38	0.32	0.42	0.14	0.72	0.74	0.54	0.12	0.54	0.36	0.12	0.64	1.72
SWGCP_only_5000/SWlin2006.19212.cnf	0.12	0.04	0.06	0.08	0.04	0.06	0.08	0.26	0.24	0.1	0.1	0.22	0.5	0.06	0.08	0.2	0.1	0.08	0.08	0.88
SWGCP_only_5000/SWlin2006.19213.cnf	0.2	0.34	0.08	0.08	0.34	0.3	0.1	0.3	0.36	0.28	0.1	0.42	0.38	0.36	0.08	0.34	0.26	0.1	0.74	1.22
SWGCP_only_5000/SWlin2006.19214.cnf	0.24	0.22	0.12	0.12	0.38	0.4	0.1	0.34	0.64	0.38	0.12	0.8	0.2	0.48	0.12	0.46	0.28	0.12	0.8	1.78
SWGCP_only_5000/SWlin2006.19215.cnf	0.16	0.3	0.06	0.06	0.24	0.28	0.06	0.26	0.28	0.26	0.06	0.44	0.3	0.28	0.06	0.28	0.18	0.08	0.52	0.9
SWGCP_only_5000/SWlin2006.19216.cnf	0.18	0.62	0.08	0.08	0.3	0.28	0.1	0.26	0.42	0.3	0.1	0.5	0.68	0.4	0.08	0.42	0.22	0.08	0.6	1.0
SWGCP_only_5000/SWlin2006.19217.cnf	0.2	0.56	0.08	0.08	0.3	0.3	0.08	0.28	0.46	0.14	0.1	0.44	0.14	0.1	0.08	0.38	0.22	0.1	0.64	1.3
SWGCP_only_5000/SWlin2006.19218.cnf	0.18	0.18	0.06	0.06	0.24	0.2	0.08	0.22	0.2	0.22	0.04	0.32	0.22	0.2	0.06	0.24	0.14	0.06	0.4	0.72
SWGCP_only_5000/SWlin2006.19219.cnf	0.18	0.14	0.1	0.12	0.4	0.34	0.1	0.36	0.42	0.32	0.12	0.58	0.16	0.4	0.1	0.42	0.34	0.1	0.58	1.56
SWGCP_only_5000/SWlin2006.19220.cnf	0.28	0.58	0.1	0.1	0.42	0.42	0.12	0.42	0.56	0.5	0.14	0.7	0.94	0.54	0.1	0.66	0.32	0.08	1.14	1.8
SWGCP_only_5000/SWlin2006.19221.cnf	0.02	0.0	0.04	0.04	0.0	0.0	0.04	0.02	0.0	0.0	0.02	0.22	0.0	0.0	0.04	0.04	0.0	0.06	0.02	0.42
SWGCP_only_5000/SWlin2006.19222.cnf	0.1	0.16	0.04	0.06	0.12	0.14	0.06	0.12	0.12	0.12	0.08	0.18	0.18	0.14	0.04	0.16	0.1	0.08	0.26	0.44
SWGCP_only_5000/SWlin2006.19223.cnf	0.24	0.78	0.08	0.08	0.36	0.42	0.12	0.4	0.38	0.36	0.1	0.2	0.12	0.1	0.12	0.58	0.14	0.12	1.14	1.6
SWGCP_only_5000/SWlin2006.19224.cnf	0.2	0.82	0.1	0.12	0.12	0.42	0.12	0.38	0.52	0.44	0.12	0.58	0.42	0.56	0.12	0.12	0.28	0.12	0.86	1.78
SWGCP_only_5000/SWlin2006.19225.cnf	0.2	0.12	0.08	0.1	0.18	0.4	0.1	0.38	0.56	0.38	0.12	0.56	1.06	0.06	0.12	0.5	0.18	0.12	0.88	1.5
SWGCP_only_5000/SWlin2006.19226.cnf	0.22	0.56	0.1	0.08	0.34	0.32	0.12	0.24	0.34	0.32	0.1	0.52	0.58	0.34	0.1	0.38	0.22	0.12	0.66	1.2
SWGCP_only_5000/SWlin2006.19227.cnf	0.24	0.34	0.12	0.1	0.36	0.38	0.12	0.32	0.3	0.36	0.1	0.56	0.3	0.36	0.12	0.48	0.22	0.12	0.68	1.78
SWGCP_only_5000/SWlin2006.19228.cnf	0.16	0.16	0.08	0.1	0.08	0.32	0.12	0.24	0.44	0.38	0.08	0.56	0.8	0.32	0.1	0.46	0.06	0.1	0.54	1.16
SWGCP_only_5000/SWlin2006.19229.cnf	0.12	0.28	0.06	0.06	0.2	0.16	0.06	0.14	0.2	0.18	0.08	0.24	0.32	0.22	0.06	0.22	0.16	0.06	0.32	0.56
SWGCP_only_5000/SWlin2006.19230.cnf	0.12	0.16	0.04	0.06	0.16	0.14	0.06	0.12	0.14	0.16	0.08	0.2	0.24	0.18	0.06	0.2	0.08	0.06	0.24	0.42
SWGCP_only_5000/SWlin2006.19231.cnf	0.14	0.46	0.08	0.08	0.22	0.22	0.08	0.22	0.24	0.28	0.08	0.42	0.46	0.3	0.08	0.28	0.18	0.06	0.5	0.82
SWGCP_only_5000/SWlin2006.19232.cnf	0.26	0.66	0.12	0.1	0.38	0.36	0.14	0.2	0.14	0.46	0.14	0.62	0.82	0.08	0.12	0.42	0.28	0.1	0.66	1.66
SWGCP_only_5000/SWlin2006.19233.cnf	0.16	0.58	0.08	0.08	0.26	0.28	0.1	0.3	0.38	0.3	0.08	0.46	0.62	0.44	0.08	0.38	0.22	0.08	0.62	1.06
SWGCP_only_5000/SWlin2006.19234.cnf	0.22	0.8	0.08	0.12	0.34	0.36	0.12	0.34	0.5	0.42	0.12	0.28	0.84	0.56	0.08	0.54	0.26	0.1	0.66	1.34
SWGCP_only_5000/SWlin2006.19235.cnf	0.02	0.0	0.04	0.06	0.14	0.0	0.02	0.02	0.0	0.0	0.02	0.0	0.0	0.22	0.0	0.02	0.0	0.06	0.02	0.44
SWGCP_only_5000/SWlin2006.19236.cnf	0.28	0.74	0.1	0.12	0.5	0.28	0.1	0.44	0.14	0.44	0.12	0.26	0.84	0.5	0.12	0.4	0.34	0.12	0.94	2.0
SWGCP_only_5000/SWlin2006.19237.cnf	0.08	0.08	0.08	0.06	0.06	0.12	0.06	0.02	0.18	0.08	0.06	0.12	0.16	0.22	0.06	0.02	0.14	0.08	0.42	0.58
SWGCP_only_5000/SWlin2006.19238.cnf	0.22	0.72	0.08	0.1	0.34	0.3	0.12	0.36	0.18	0.36	0.12	0.66	0.92	0.5	0.1	0.4	0.08	0.1	0.76	1.46
SWGCP_only_5000/SWlin2006.19239.cnf	0.24	0.54	0.1	0.1	0.38	0.36	0.12	0.34	0.5	0.3	0.1	0.54	0.58	0.48	0.1	0.48	0.22	0.12	0.56	1.64
SWGCP_only_5000/SWlin2006.19240.cnf	0.18	0.42	0.08	0.06	0.28	0.2	0.08	0.22	0.36	0.28	0.08	0.42	0.46	0.34	0.06	0.3	0.18	0.08	0.5	0.86
SWGCP_only_5000/SWlin2006.19241.cnf	0.26	0.1	0.08	0.12	0.3	0.42	0.12	0.36	0.56	0.38	0.12	0.12	0.08	0.66	0.1	0.52	0.22	0.12	0.62	1.6
SWGCP_only_5000/SWlin2006.19242.cnf	0.14	0.0	0.06	0.06	0.08	0.02	0.06	0.04	0.04	0.04	0.08	0.08	0.04	0.0	0.04	0.26	0.0	0.06	0.04	0.7
SWGCP_only_5000/SWlin2006.19243.cnf	0.22	0.76	0.08	0.1	0.34	0.32	0.12	0.34	0.44	0.34	0.14	0.54	0.88	0.4	0.1	0.44	0.26	0.12	0.72	1.48
SWGCP_only_5000/SWlin2006.19244.cnf	0.14	0.28	0.04	0.08	0.16	0.14	0.08	0.12	0.2	0.18	0.06	0.22	0.28	0.26	0.06	0.18	0.14	0.08	0.34	0.44
SWGCP_only_5000/SWlin2006.19245.cnf	0.32	0.2	0.12	0.12	0.46	0.34	0.12	0.38	0.62	0.44	0.14	0.66	0.94	0.56	0.12	0.58	0.32	0.12	0.74	1.94
SWGCP_only_5000/SWlin2006.19246.cnf	0.18	0.2	0.08	0.06	0.3	0.1	0.1	0.22	0.32	0.28	0.1	0.14	0.74	0.42	0.08	0.12	0.24	0.08	0.56	0.98
SWGCP_only_5000/SWlin2006.19247.cnf	0.28	0.78	0.1	0.14	0.42	0.46	0.12	0.42	0.64	0.4	0.14	0.66	0.9	0.58	0.1	0.54	0.36	0.1	0.86	1.86
SWGCP_only_5000/SWlin2006.19248.cnf	0.12	0.34	0.06	0.06	0.22	0.24	0.06	0.2	0.26	0.22	0.08	0.3	0.42	0.34	0.06	0.26	0.16	0.1	0.38	0.68
SWGCP_only_5000/SWlin2006.19249.cnf	0.18	0.12	0.1	0.1	0.36	0.34	0.12	0.08	0.2	0.42	0.1	0.56	0.72	0.52	0.08	0.3	0.32	0.08	0.86	1.46
SWGCP_only_5000/SWlin2006.19250.cnf	0.14	0.44	0.06	0.06	0.24	0.24	0.08	0.22	0.36	0.24	0.08	0.34	0.5	0.36	0.08	0.32	0.16	0.08	0.6	0.76
SWGCP_only_5000/SWlin2006.19251.cnf	0.16	0.4	0.08	0.04	0.26	0.24	0.06	0.22	0.3	0.26	0.08	0.4	0.52	0.38	0.08	0.36	0.18	0.08	0.54	0.8
SWGCP_only_5000/SWlin2006.19252.cnf	0.14	0.16	0.08	0.06	0.16	0.16	0.08	0.14	0.18	0.18	0.06	0.26	0.26	0.16	0.04	0.22	0.12	0.08	0.32	0.56
SWGCP_only_5000/SWlin2006.19253.cnf	0.22	0.32	0.08	0.08	0.36	0.32	0.1	0.34	0.42	0.28	0.1	0.5	0.62	0.36	0.1	0.42	0.2	0.08	0.7	1.32
SWGCP_only_5000/SWlin2006.19254.cnf	0.2	0.46	0.06	0.06	0.16	0.28	0.1	0.08	0.42	0.34	0.08	0.46	0.52	0.36	0.08	0.36	0.2	0.1	0.58	1.04
SWGCP_only_5000/SWlin2006.19255.cnf	0.22	0.58	0.06	0.06	0.32	0.34	0.1	0.24	0.44	0.34	0.1	0.36	0.52	0.58	0.1	0.4	0.28	0.1	0.88	1.26
SWGCP_only_5000/SWlin2006.19256.cnf	0.24	0.5	0.08	0.08	0.34	0.36	0.12	0.06	0.46	0.34	0.1	0.58	0.16	0.18	0.08	0.46	0.28	0.1	0.8	1.36
SWGCP_only_5000/SWlin2006.19257.cnf	0.1	0.12	0.06	0.04	0.16	0.18	0.06	0.16	0.14	0.14	0.08	0.2	0.18	0.14	0.06	0.2	0.12	0.06	0.32	0.6
SWGCP_only_5000/SWlin2006.19258.cnf	0.12	0.32	0.06	0.06	0.18	0.14	0.04	0.14	0.22	0.16	0.06	0.22	0.34	0.24	0.04	0.22	0.14	0.04	0.34	0.46
SWGCP_only_5000/SWlin2006.19259.cnf	0.24	0.48	0.1	0.12	0.38	0.34	0.12	0.06	0.4	0.32	0.12	0.52	0.62	0.46	0.1	0.44	0.2	0.1	0.74	1.68
SWGCP_only_5000/SWlin2006.19260.cnf	0.18	0.28	0.06	0.06	0.3	0.3	0.1	0.28	0.26	0.3	0.08	0.36	0.38	0.22	0.06	0.28	0.2	0.08	0.52	1.22
SWGCP_only_5000/SWlin2006.19261.cnf	0.14	0.34	0.06	0.04	0.22	0.16	0.06	0.18	0.24	0.22	0.08	0.32	0.44	0.28	0.06	0.24	0.16	0.06	0.44	0.62
SWGCP_only_5000/SWlin2006.19262.cnf	0.18	0.46	0.06	0.06	0.14	0.22	0.08	0.22	0.12	0.28	0.1	0.2	0.3	0.38	0.08	0.3	0.2	0.1	0.56	0.88
SWGCP_only_5000/SWlin2006.19263.cnf	0.1	0.04	0.04	0.04	0.08	0.2	0.06	0.08	0.28	0.18	0.04	0.04	0.02	0.18	0.02	0.02	0.04	0.08	0.08	0.62
SWGCP_only_5000/SWlin2006.19264.cnf	0.22	0.5	0.08	0.06	0.32	0.1	0.1	0.1	0.06	0.44	0.12	0.52	0.14	0.06	0.08	0.42	0.26	0.1	0.34	1.38
SWGCP_only_5000/SWlin2006.19265.cnf	0.22	0.12	0.1	0.08	0.36	0.3	0.08	0.3	0.54	0.06	0.12	0.64	0.42	0.42	0.08	0.28	0.16	0.1	0.1	1.4
SWGCP_only_5000/SWlin2006.19266.cnf	0.22	0.32	0.08	0.08	0.32	0.32	0.08	0.3	0.44	0.3	0.08	0.54	0.52	0.42	0.06	0.38	0.22	0.08	0.76	1.06
SWGCP_only_5000/SWlin2006.19267.cnf	0.06	0.52	0.04	0.06	0.28	0.22	0.04	0.02	0.14	0.3	0.08	0.16	0.42	0.38	0.06	0.3	0.2	0.1	0.6	0.84
SWGCP_only_5000/SWlin2006.19268.cnf	0.26	0.54	0.08	0.08	0.4	0.34	0.12	0.38	0.44	0.5	0.12	0.6	0.64	0.7	0.12	0.66	0.3	0.1	0.96	1.94
SWGCP_only_5000/SWlin2006.19269.cnf	0.24	0.34	0.08	0.1	0.3	0.3	0.1	0.34	0.28	0.34	0.08	0.38	0.5	0.42	0.1	0.54	0.34	0.1	0.54	1.42
SWGCP_only_5000/SWlin2006.19270.cnf	0.18	0.54	0.06	0.06	0.34	0.3	0.08	0.26	0.3	0.3	0.08	0.5	0.7	0.46	0.08	0.4	0.2	0.08	0.64	1.04
SWGCP_only_5000/SWlin2006.19271.cnf	0.14	0.22	0.06	0.08	0.24	0.26	0.08	0.22	0.22	0.28	0.08	0.32	0.4	0.34	0.1	0.44	0.16	0.08	0.48	1.02
SWGCP_only_5000/SWlin2006.19272.cnf	0.2	0.32	0.06	0.06	0.26	0.22	0.06	0.2	0.3	0.28	0.08	0.32	0.36	0.32	0.06	0.26	0.18	0.08	0.56	0.78
SWGCP_only_5000/SWlin2006.19273.cnf	0.28	0.78	0.1	0.08	0.34	0.38	0.12	0.36	0.56	0.42	0.12	0.56	0.52	0.42	0.08	0.44	0.32	0.1	0.68	1.6
SWGCP_only_5000/SWlin2006.19274.cnf	0.16	0.52	0.08	0.06	0.2	0.22	0.08	0.22	0.34	0.06	0.08	0.06	0.66	0.32	0.06	0.36	0.22	0.08	0.5	0.88
SWGCP_only_5000/SWlin2006.19275.cnf	0.28	0.08	0.08	0.1	0.46	0.4	0.12	0.36	0.32	0.34	0.12	0.6	0.98	0.54	0.1	0.42	0.26	0.1	1.06	1.66
SWGCP_only_5000/SWlin2006.19276.cnf	0.16	0.3	0.06	0.06	0.24	0.24	0.08	0.24	0.26	0.28	0.08	0.36	0.46	0.26	0.08	0.32	0.2	0.06	0.68	0.94
SWGCP_only_5000/SWlin2006.19277.cnf	0.2	0.24	0.08	0.1	0.28	0.32	0.1	0.24	0.3	0.28	0.12	0.42	0.58	0.32	0.08	0.36	0.2	0.08	0.68	1.14
SWGCP_only_5000/SWlin2006.19278.cnf	0.18	0.36	0.08	0.08	0.24	0.28	0.1	0.26	0.3	0.3	0.1	0.44	0.64	0.4	0.08	0.36	0.2	0.08	0.64	1.1
SWGCP_only_5000/SWlin2006.19279.cnf	0.16	0.52	0.06	0.08	0.24	0.22	0.06	0.24	0.3	0.3	0.06	0.46	0.62	0.4	0.08	0.32	0.2	0.06	0.62	0.88
SWGCP_only_5000/SWlin2006.19280.cnf	0.28	0.52	0.1	0.1	0.4	0.34	0.1	0.34	0.44	0.4	0.1	0.56	0.64	0.5	0.1	0.44	0.3	0.1	0.76	1.68
SWGCP_only_5000/SWlin2006.19281.cnf	0.1	0.06	0.08	0.08	0.36	0.3	0.08	0.12	0.44	0.12	0.12	0.14	0.06	0.44	0.08	0.08	0.2	0.1	0.66	1.08
SWGCP_only_5000/SWlin2006.19282.cnf	0.16	0.44	0.06	0.1	0.3	0.22	0.08	0.28	0.26	0.36	0.1	0.18	0.74	0.38	0.08	0.1	0.04	0.06	0.72	1.0
SWGCP_only_5000/SWlin2006.19283.cnf	0.22	0.24	0.08	0.08	0.26	0.28	0.1	0.28	0.24	0.28	0.08	0.46	0.36	0.32	0.06	0.4	0.2	0.1	0.6	1.18
SWGCP_only_5000/SWlin2006.19284.cnf	0.06	0.6	0.08	0.06	0.28	0.28	0.08	0.24	0.42	0.28	0.1	0.18	0.66	0.02	0.06	0.2	0.04	0.08	0.72	0.98
SWGCP_only_5000/SWlin2006.19285.cnf	0.24	0.66	0.1	0.08	0.32	0.36	0.1	0.32	0.22	0.36	0.12	0.7	0.98	0.54	0.1	0.16	0.26	0.08	1.06	1.6
SWGCP_only_5000/SWlin2006.19286.cnf	0.0	0.02	0.06	0.04	0.0	0.0	0.04	0.0	0.02	0.02	0.06	0.0	0.0	0.0	0.04	0.0	0.0	0.06	0.2	0.46
SWGCP_only_5000/SWlin2006.19287.cnf	0.14	0.32	0.04	0.06	0.2	0.22	0.04	0.2	0.2	0.24	0.08	0.36	0.4	0.22	0.04	0.24	0.16	0.06	0.44	0.66
SWGCP_only_5000/SWlin2006.19288.cnf	0.22	0.42	0.08	0.1	0.46	0.4	0.12	0.36	0.48	0.14	0.12	0.66	0.98	0.5	0.1	0.16	0.26	0.1	0.56	1.66
SWGCP_only_5000/SWlin2006.19289.cnf	0.12	0.58	0.08	0.1	0.4	0.4	0.1	0.34	0.58	0.42	0.1	0.7	0.14	0.6	0.08	0.56	0.28	0.08	1.08	1.6
SWGCP_only_5000/SWlin2006.19290.cnf	0.2	0.08	0.06	0.08	0.04	0.28	0.1	0.3	0.06	0.3	0.12	0.22	0.74	0.06	0.08	0.36	0.08	0.08	0.76	1.1
SWGCP_only_5000/SWlin2006.19291.cnf	0.16	0.32	0.06	0.06	0.24	0.22	0.06	0.2	0.2	0.26	0.1	0.44	0.42	0.26	0.08	0.26	0.24	0.08	0.46	0.82
SWGCP_only_5000/SWlin2006.19292.cnf	0.16	0.06	0.06	0.08	0.04	0.26	0.08	0.26	0.4	0.3	0.08	0.06	0.12	0.06	0.04	0.02	0.04	0.06	0.66	0.94
SWGCP_only_5000/SWlin2006.19293.cnf	0.22	0.08	0.08	0.06	0.1	0.3	0.1	0.28	0.44	0.22	0.1	0.4	0.88	0.56	0.08	0.4	0.14	0.1	0.88	1.28
SWGCP_only_5000/SWlin2006.19294.cnf	0.22	0.44	0.1	0.1	0.34	0.38	0.12	0.36	0.32	0.42	0.12	0.54	0.66	0.5	0.1	0.48	0.24	0.12	0.8	1.56
SWGCP_only_5000/SWlin2006.19295.cnf	0.18	0.52	0.06	0.06	0.26	0.26	0.1	0.26	0.34	0.24	0.08	0.4	0.66	0.4	0.06	0.36	0.18	0.08	0.64	0.9
SWGCP_only_5000/SWlin2006.19296.cnf	0.14	0.26	0.06	0.06	0.24	0.26	0.08	0.22	0.24	0.22	0.08	0.3	0.54	0.32	0.06	0.3	0.16	0.08	0.46	0.86
SWGCP_only_5000/SWlin2006.19297.cnf	0.24	0.36	0.08	0.08	0.42	0.32	0.1	0.38	0.5	0.44	0.08	0.62	0.36	0.52	0.1	0.5	0.3	0.12	0.82	1.7
